,Unnamed: 0,위      치,아파트명,동수,층수,세대수,인구수,사  업 주체별,관리별,건축 연도,관리실 전  화,lat,lng,location
0,0,남산로13길17,보성황실타운,8,25,1058,3321,민간,자치,1993,254-4759,35.8604845,128.5812157,대구광역시 중구 남산동
1,1,남산로13길70,한마음,1,10,76,304,민간,임의,2003,256-3181,35.86096920000001,128.5790103,대구광역시 중구 남산동
2,2,남성로13,희도,1,9,53,265,민간,임의,1975,254-6453,35.8696398,128.5883087,대구광역시 중구 남산동
3,3,달구벌대로1937,동서타운,4,5,145,652,민간,임의,1985,257-3036,35.8638639,128.5753408,대구광역시 중구 수동
4,4,달구벌대로 1943,대신e편한세상,7,29,467,1868,민간,위탁,2018,253-0661,35.8635766,128.5767959,대구광역시 중구 대신동
5,5,달구벌대로1950,남산그린타운,8,24,804,2342,도시 공사,위탁,2005,255-8997,35.86225820000001,128.5773123,대구광역시 중구 대신동
6,6,달구벌대로1955,대신센트럴자이,13,34,1147,3400,민간,위탁,2015,431-0107,35.8639029,128.5781015,대구광역시 중구 남산동
7,7,달구벌대로1960,남산휴먼시아1단지,5,25,499,1270,LH,위탁,2008,257-8600,35.862681200000004,128.57855220000002,대구광역시 중구 대신동
8,8,달구벌대로1970,남산휴먼시아2단지,6,25,604,1016,LH,위탁,2008,427-2425,35.863368,128.5802524,대구광역시 중구 남산동
9,9,달구벌대로1975,태왕아너스스카이,6,31,492,1007,민간,위탁,2006,424-0532,35.865035799999994,128.5797873,대구광역시 중구 남산동
10,10,달구벌대로2035,동산,1,17,152,684,LH,자치,1986,252-9183,35.8670295,128.58611570000002,대구광역시 중구 대신동
11,11,달구벌대로2051,신성미소시티,2,28,250,875,민간,자치,2007,428-5880,35.8668491,128.5885438,대구광역시 중구 동산동
12,12,달구벌대로389길70,협화,1,5,34,176,민간,임의,1980,252-0012,35.8662616,128.5758553,대구광역시 중구 계산동2가
13,13,달구벌대로447길77,삼덕청아람리슈빌,7,36,730,2190,도시 공사,위탁,2013,427-1901,35.866645399999996,128.6064814,대구광역시 중구 대신동
14,14,대봉로220-41,청운 아트빌,1,8,15,45,민간,임의,2000,425-5573,35.858690700000004,128.6024763,대구광역시 중구 삼덕동3가
15,15,대봉로226,대봉화성그린빌,1,10,19,41,민간,임의,1996,　,35.858801,128.6016822,대구광역시 중구 대봉동
16,16,대봉로230,대봉광명맨션,2,4,32,128,민간,임의,1978,　,35.859223799999995,128.6014961,대구광역시 중구 대봉동
17,17,대봉로254,청구,2,12,183,878,민간,자치,1978,426-9431,35.861246799999996,128.6017571,대구광역시 중구 대봉동
18,18,대봉로260,센트로 팰리스,7,43,843,2077,민간,위탁,2007,431-2114,35.861887200000005,128.60185719999998,대구광역시 중구 대봉동
19,19,동덕로33,청운,7,13,669,3211,민간,자치,1986,423-3227,35.8580989,128.603837,대구광역시 중구 대봉동
20,20,동덕로55,대봉태왕아너스,6,23,410,410,민간,위탁,2015,428-9891,35.8563675,128.6001646,대구광역시 중구 대봉동
21,21,동덕로109,아진,1,7,27,108,민간,임의,1979,422-4411,35.8645376,128.6026424,대구광역시 중구 대봉동
22,22,동덕로30길63-11,동인삼정그린코아,1,20,174,466,민간,위탁,2009,422-0548,35.8673292,128.6072633,대구광역시 중구 삼덕동2가
23,23,동덕로36길57,동삼,1,6,77,346,민간,임의,1984,422-2605,35.870250799999994,128.60771409999998,대구광역시 중구 동인동4가
24,24,경상감영길111,무궁화,1,7,24,124,민간,임의,1980,255-3212,35.881269200000006,128.6638551, 
25,25,경상감영길117-7,대보,1,7,107,535,민간,임의,1980,252-8187,35.87263,128.59358419999998, 
26,26,공평로105,노마즈 하우스,1,19,269,538,민간,자치,2014,254-5250,35.87353050000001,128.6011047, 
27,27,공평로4길23-10,나누리,1,7,10,40,민간,임의,2002,　,35.8657566,128.6014867,대구광역시 중구 향촌동
28,28,공평로4길24-14,삼덕 드림타운,1,9,14,42,민간,임의,2003,　,35.8647399,128.6009409,대구광역시 중구 교동
29,29,공평로4길37-10,삼덕 인베스트,1,8,14,56,민간,임의,2005,　,35.8655895,128.6022672,대구광역시 중구 삼덕동2가
30,30,공평로10길30-74,홍길 아파트,1,9,16,64,민간,임의,2001,　,35.866914,128.6030834,대구광역시 중구 삼덕동2가
31,31,공평로10길60,삼덕 아이파크,1,12,40,160,민간,임의,2003,252-1369,35.8672805,128.60314920000002,대구광역시 중구 삼덕동2가
32,32,국채보상로749,동부상가,1,5,69,246,민간,임의,1975,424-5118,35.8687493,128.61247859999997,대구광역시 중구 삼덕동2가
33,33,국채보상로101길21,석우 리치타운,1,10,18,30,민간,임의,2007,　,35.871435999999996,128.5840862,대구광역시 중구 삼덕동2가
34,34,국채보상로131길55,동인 시티타운,1,15,204,580,도시 공사,위탁,1997,424-7416,35.87249179999999,128.6020969,대구광역시 중구 동산동
35,35,국채보상로131길60,아트타운 ,1,10,18,44,민간,임의,2003,　,35.8723722,128.6027493,대구광역시 중구 동인동1가
36,36,국채보상로143길74,동남맨션,1,5,30,154,민간,임의,1979,426-5307,35.8722285,128.6094446,대구광역시 중구 동인동1가
37,37,국채보상로143길74-15,협화동인빌라,1,9,18,82,민간,임의,1992,427-9612,35.87229680000001,128.6098283,대구광역시 중구 동인동3가
38,38,국채보상로149길50,동인시영,5,4,272,1360,도시 공사,자치,1969,427-9190,35.870622999999995,128.6118054,대구광역시 중구 동인동3가
39,39,국채보상로151길9,금호,1,5,36,103,민간,임의,1978,424-4766,35.869035499999995,128.61202240000003,대구광역시 중구 동인동3가
40,40,남산로30,극동스타클래스남산,10,30,946,2838,민간,위탁,2014,428-8845,35.858991700000004,128.58293419999998,대구광역시 중구 동인동4가
41,41,남산로4길58,현서 그린빌,1,6,13,52,민간,임의,2003,　,35.859418299999994,128.58528909999998,대구광역시 중구 남산동
42,42,남산로4길91,보성송림,3,19,317,1290,민간,자치,1992,252-8062,35.8610413,128.58459679999999,대구광역시 중구 남산동
43,43,남산로6길23-9,부림 베스트빌,1,6,10,40,민간,임의,2001,　,35.8595529,128.5861426,대구광역시 중구 남산동
44,44,남산로6안길47,로하스 남산,1,19,29,116,민간,임의,2018,　,35.8567336,128.5861711,대구광역시 중구 남산동
45,45,남산로7길 7,남산역 화성파크드림,5,23,415,1660,민간,위탁,2018,252-3440,35.8600569,128.5796626,대구광역시 중구 남산동
46,46,남산로7길77,남산모던,1,7,12,48,민간,임의,2005,　,35.859975,128.5790285,대구광역시 중구 남산동
47,47,남산로7길80,까치,3,15,690,2877,도시 공사,자치,1992,256-1360,35.8599331,128.579677,대구광역시 중구 남산동
48,48,동덕로38길62,극동,1,5,35,140,민간,임의,1980,424-1029,35.870834499999994,128.6081228,대구광역시 중구 남산동
49,49,동덕로38길100,동인삼익,4,5,80,320,민간,임의,1977,427-2801,35.870513,128.60986440000002, 
50,50,동덕로40길77,동인맨션,1,5,46,184,민간,임의,1979,423-8435,35.8714804,128.60943659999998,대구광역시 중구 동인동3가
51,51,명덕로221,수도맨션,1,5,24,108,민간,임의,1977,423-6044,35.856861200000004,128.5944831,대구광역시 중구 동인동3가
52,52,명덕로55길25,대봉화성파크드림,2,15,263,741,민간,위탁,2006,431-3222,35.856572899999996,128.5991786,대구광역시 중구 동인동3가
53,53,명륜로19,인터불고코아시스,1,17,192,384,민간,자치,2014,253-1933,35.8623065,128.59386,대구광역시 중구 동인동3가
54,54,명륜로70,남문1지구,1,5,60,325,민간,임의,1975,254-8240,35.861070899999994,128.5919889,대구광역시 중구 동인동3가
55,55,명륜로126-1,IREX,2,10,27,54,민간,자치,2016,　,35.859739399999995,128.598051,대구광역시 중구 남산동
56,56,명륜로161,대봉맨션,2,7,84,403,민간,임의,1973,422-7897,35.8608101,128.6018546,대구광역시 중구 남산동
57,57,명륜로165,송정,1,5,16,80,민간,임의,1980,428-0040,35.8608386,128.60245600000002,대구광역시 중구 남산동
58,58,명륜로173,한양가든,1,8,19,91,민간,임의,1982,425-9256,35.8609758,128.6031535,대구광역시 중구 대봉동
59,59,명륜로28길28,금천 아파트,1,4,11,44,민간,임의,1986,　,35.858448100000004,128.597625,대구광역시 중구 대봉동
60,60,봉산문화길69,봉산 뜨란채,3,20,295,783,LH,위탁,2006,423-9101,35.862398999999996,128.5968142,대구광역시 중구 대봉동
61,61,서성로88-5,경진테크빌 101,1,11,19,76,민간,임의,2003,　,35.8747408,128.5882212,대구광역시 중구 대봉동
62,62,서성로88-5,경진테크빌 102,1,11,19,76,민간,임의,2003,　,35.8747408,128.5882212,대구광역시 중구 대봉동
63,63,서성로99,대구역센트럴자이,6,39,1005,2808,민간,위탁,2017,257-3324,35.875955,128.5868818,대구광역시 중구 수창동
64,64,서성로15길10,서성로훼미리타운,1,9,19,76,민간,임의,2003,　,35.8733636,128.58710259999998,대구광역시 중구 수창동
65,65,시장북로9-2,센텀리움,1,9,24,48,민간,자치,2016,　,35.8725742,128.5830138,대구광역시 중구 서성로1가
66,66,신암로6,삼승 슈퍼타워,1,15,84,167,민간,임의,2007,422-6100,35.873128200000004,128.6051249,대구광역시 중구 국채보상로101길
67,67,이천로222-6,봉산동 시티타운,1,10,18,72,민간,임의,2003,　,35.8607764,128.59958899999998,대구광역시 중구 동인동1가
68,68,중앙대로307-16,남문2지구,1,4,70,360,민간,임의,1975,254-2334,35.861078899999995,128.591473,대구광역시 중구 봉산동
69,69,중앙대로307-22,남문3지구,1,4,16,64,민간,임의,1981,　,35.861224,128.59110090000001,대구광역시 중구 남산동
70,70,중앙대로323,반월당 SK허브스카이,1,31,134,469,민간,임의,2006,252-0344,35.862092,128.5925557,대구광역시 중구 남산동
71,71,중앙대로58길5,시티뷰,1,10,16,48,민간,임의,2017,　,35.857667,128.59155619999999,대구광역시 중구 남산동
72,72,중앙대로66길20,반월당효성해링턴플레이스,5,29,499,1497,민간,위탁,2014,428-3390,35.8613112,128.5933014,대구광역시 중구 남산동
73,73,중앙대로67길10,반월당삼정그린코아,3,31,372,796,민간,위탁,2007,431-8822,35.863633899999996,128.5924309,대구광역시 중구 남산동
74,74,중앙대로81길51,황궁,1,8,19,68,민간,임의,2003,　,35.869482,128.5909042,대구광역시 중구 남산동
75,75,큰장로74,광명,3,5,130,624,민간,임의,1979,252-1391,35.866064200000004,128.57530359999998,대구광역시 중구 장관동
76,76,큰장로102,춘전,1,5,48,240,민간,임의,1979,254-5682,35.867704100000005,128.5774747,대구광역시 중구 대신동
77,77,큰장로22길47,대신,1,7,12,48,민간,임의,2003,　,35.86653620000001,128.5794837,대구광역시 중구 대신동
78,78,태평로15,금오,1,10,86,430,민간,임의,1984,556-1223,35.8783725,128.5800118,대구광역시 중구 대신동
79,79,태평로56,도원,3,5,129,628,도시 공사,임의,1975,255-1989,35.8768021,128.5839728,대구광역시 중구 달성동
80,80,태평로 113,건축자재상가,2,4,60,275,민간,임의,1978,252-8732,35.8765032,128.5909099,대구광역시 중구 도원동
81,81,태평로113-81,지성 하이츠,1,14,24,96,민간,임의,2016,　,35.8769225,128.58939469999999,대구광역시 중구 태평로2가
82,82,태평로129,건영 아파트,1,9,48,240,민간,임의,1980,253-1403,35.8762895,128.59165359999997,대구광역시 중구 태평로3가
83,83,태평로177,태평 라이프,1,10,181,814,민간,자치,1985,421-3454,35.87489619999999,128.5976433,대구광역시 중구 태평로2가
84,84,태평로205,77 태평,2,5,121,321,도시 공사,임의,1978,428-3273,35.8743534,128.6005694,대구광역시 중구 태평로1가
85,85,태평로225,78 태평,2,5,122,610,도시 공사,임의,1978,427-7241,35.8739448,128.6022551,대구광역시 중구 태평로1가
86,86,과학로13길30,대구혁신엘에이치천년나무 3단지,6,18,448,1254,LH,위탁,2014,964-1165,35.887271000000005,128.71691950000002,대구광역시 중구 동인동1가
87,87,국채보상로829,신천두산위브,4,29,294,415,민간,위탁,2008,741-1961,35.8682373,128.621959,대구광역시 동구 각산동
88,88,국채보상로861,하이페리온1단지,1,29,212,742,민간,위탁,2007,741-2622,35.86757600000001,128.6245084,대구광역시 동구 신천동
89,89,국채보상로863,하이페리온2단지,1,32,102,357,민간,임의,2007,741-2622,35.8675946,128.6254542,대구광역시 동구 신천동
90,90,국채보상로889,백합,1,10,124,485,민간,임의,1980,754-1331,35.867186100000005,128.6279059,대구광역시 동구 신천동
91,91,국채보상로155길8,신천동서,1,22,111,387,민간,임의,1995,428-1325,35.868885399999996,128.6149568,대구광역시 동구 신천동
92,92,국채보상로155길54,신천주공2단지,7,20,609,2030,LH,자치,1998,425-2944,35.872765,128.6136402,대구광역시 동구 신천동
93,93,국채보상로159길41,우방푸른타운,7,20,607,2018,민간,자치,1996,422-3974,35.8704136,128.6150273,대구광역시 동구 신천동
94,94,국채보상로165길30,강변,1,5,52,237,민간,임의,1982,426-9561,35.8697039,128.6159908,대구광역시 동구 신천동
95,95,국채보상로171길36,라임1차,1,10,16,60,민간,임의,2003,　,35.86909779999999,128.6228804,대구광역시 동구 신천동
96,96,국채보상로171길41,금오,1,5,76,293,민간,임의,1981,744-9497,35.8693924,128.62203780000002,대구광역시 동구 신천동
97,97,금강로21길 10,안심역우방아이유쉘,4,18,351,983,민간,위탁,2016,962-2828,35.869400899999995,128.70118200000002,대구광역시 동구 신천동
98,98,금강로21길 30,안심역코오롱하늘채,8,19~29,728,2038,민간,위탁,2017,963-8708,35.8690851,128.6993831,대구광역시 동구 괴전동
99,99,금호강변로315,율하휴먼시아12단지,10,15,442,902,LH,위탁,2010,961-0383,35.8614238,128.6970936,대구광역시 동구 괴전동
100,100,금호강변로3길9,율하휴먼시아15단지,6,13,457,1215,LH,위탁,2009,965-2772,35.869706,128.69051869999998,대구광역시 동구 율하동
101,101,금호강변로3길22,율하 우방유쉘,20,15,902,2525,민간,위탁,2013,961-1093,35.8694754,128.6897897,대구광역시 동구 율하동
102,102,금호강변로3길35,대구 율하숲,4,15,234,182,LH,위탁,2018,　,35.8694754,128.6897897,대구광역시 동구 율하동
103,103,동대구로588,동대구,1,5,45,168,민간,임의,1979,958-4625,35.882262100000005,128.6255385,대구광역시 동구 율하동
104,104,동대구로596,제일,1,5,57,183,민간,임의,1981,941-8612,35.88268239999999,128.62514529999999,대구광역시 동구 율하동
105,105,동대구로83길14,블루 앤파크,1,10,47,132,민간,임의,2016,　,35.869203399999996,128.6247463,대구광역시 동구 율하동
106,106,동대구로83길18,동림,1,5,45,173,민간,임의,1979,752-9944,35.8695457,128.6241086,대구광역시 동구 신천동
107,107,동대구로85길59,칠칠,1,5,29,130,민간,임의,1980,752-9179,35.875513500000004,128.62407679999998,대구광역시 동구 신천동
108,108,동부로1,신천주공,9,15,917,3665,LH,자치,1987,427-4475,35.874808,128.61353300000002,대구광역시 동구 신천동
109,109,동부로20,신천주공그린빌 3단지,3,20,174,609,LH,자치,2002,243-6513,35.8733234,128.6144274,대구광역시 동구 신천동
110,110,동부로26,신천휴먼시아5단지,10,23,785,2090,LH,위탁,2011,422-8711,35.87263069999999,128.6157554,대구광역시 동구 신천동
111,111,동부로29,신천역 까사밀라 101동,1,16,182,510,민간,위탁,2015,428-9400,35.8760076,128.6242977,대구광역시 동구 신천동
112,112,동부로33,신천역 까사밀라 102동,1,15,144,404,민간,위탁,2015,　,35.8760076,128.6242977,대구광역시 동구 신천동
113,113,동부로81,삼환 나우빌,1,25,158,553,민간,위탁,2007,744-0560,35.8758378,128.6213229,대구광역시 동구 신천동
114,114,동부로103-18,신천 빌라트,1,9,19,56,민간,임의,2001,　,35.876918100000005,128.6236614,대구광역시 동구 신천동
115,115,동부로187,석우하이로즈빌,1,10,18,68,민간,임의,2003,　,35.8782864,128.6325962,대구광역시 동구 신천동
116,116,동부로190,한진,4,4,64,378,민간,임의,1975,754-3765,35.877678,128.63311629999998,대구광역시 동구 효목동
117,117,동부로200,한영,1,5,20,130,민간,임의,1979,743-7323,35.878178000000005,128.6341779,대구광역시 동구 효목동
118,118,동부로217,청솔 101동,1,10,18,68,민간,임의,2003,　,35.8795914,128.6351726,대구광역시 동구 효목동
119,119,동부로225,동일,1,5,23,117,민간,임의,1981,754-0971,35.88022279999999,128.6357668,대구광역시 동구 효목동
120,120,동부로3길38,송라,1,15,174,560,도시 공사,자치,1993,426-9805,35.875749799999994,128.6154894,대구광역시 동구 효목동
121,121,동부로16길18,역전상가,1,3,36,125,민간,임의,1973,756-6581,35.8740555,128.6205261,대구광역시 동구 신천동
122,122,동부로22길91-12,부국타워,1,9,18,63,민간,임의,2002,　,35.8675135,128.6280281,대구광역시 동구 신천동
123,123,동부로22길91-13,대덕 리더스빌,1,9,41,143,민간,임의,2002,　,35.8678039,128.6281699,대구광역시 동구 신천동
124,124,동부로28길29,동구상가,1,4,77,404,민간,임의,1975,752-5196,35.872628999999996,128.6284483,대구광역시 동구 신천동
125,125,동부로30길78,신천 아이파크,1,12,38,144,민간,임의,2003,　,35.8700774,128.628788,대구광역시 동구 신천동
126,126,동부로30길100-9,광산,1,6,42,164,민간,임의,1974,743-7025,35.8681029,128.6280516,대구광역시 동구 신천동
127,127,동부로32길99,효신,3,5,148,539,민간,임의,1981,751-1681,35.8732165,128.63020590000002,대구광역시 동구 신천동
128,128,동부로34길64,신동아,4,5,100,351,민간,임의,1979,752-2496,35.873053799999994,128.6332046,대구광역시 동구 신천동
129,129,동북로440,오베이스,1,12,33,115,민간,임의,2002,　,35.8839217,128.6340797,대구광역시 동구 신천동
130,130,동북로460,신암2차 진로이스트타운,3,11,176,621,민간,위탁,1998,944-0658,35.8827593,128.6348811,대구광역시 동구 신천동
131,131,동북로500,태왕메트로시티,16,15,1859,5492,민간,위탁,2003,753-3401,35.88006439999999,128.63947009999998,대구광역시 동구 신천동
132,132,동촌로100,동촌역 태왕아너스 르네상스,9,16,453,1268,민간,위탁,2017,981-0929,35.8865925,128.65238159999998,대구광역시 동구 효목동
133,133,동촌로133,월성 위너파크,1,11,18,68,민간,임의,2003,　,35.8854593,128.6560738,대구광역시 동구 검사동
134,134,동촌로169,방촌 로하스,1,14,24,68,민간,임의,2015,　,35.8837889,128.6592553,대구광역시 동구 검사동
135,135,동촌로190,영남 네오빌,11,15,930,3627,민간,자치,2000,985-0643,35.88167429999999,128.66092350000002,대구광역시 동구 방촌동
136,136,경대로88,경대,1,5,56,193,민간,임의,1981,957-9241,35.888434100000005,128.617026,대구광역시 동구 방촌동
137,137,경안로726,금잔디,1,4,33,157,민간,임의,1980,961-5569,35.8668889,128.71404779999997, 
138,138,경안로776,진성 제뉴어리,1,10,27,76,민간,임의,2015,　,35.871412299999996,128.7139355,대구광역시 동구 동호동
139,139,경안로790-67,동호센트로파크,2,13,24,67,민간,임의,2017,　,35.8731529,128.7152963,대구광역시 동구 동호동
140,140,경안로809,안심효성,4,15,392,1269,민간,자치,1995,963-9395,35.8750479,128.7135307,대구광역시 동구 동호동
141,141,경안로810,영도행복한마을,2,5,90,378,민간,임의,2003,963-1092,35.8747088,128.7152331,대구광역시 동구 각산동
142,142,경안로822,각산푸르지오2단지,7,26,596,1980,민간,위탁,2009,965-5090,35.8747958,128.7166702,대구광역시 동구 각산동
143,143,경안로824,각산푸르지오1단지,4,28,475,1440,민간,위탁,2009,965-5070,35.8756698,128.7165574,대구광역시 동구 각산동
144,144,경안로956,대구혁신엘에이치4단지,7,18,572,1602,LH,위탁,2017,965-4568,35.8731529,128.7152963,대구광역시 동구 각산동
145,145,경안로107길16,동호 아너스,1,10,16,45,민간,임의,2014,　,35.87087289999999,128.7120415,대구광역시 동구 각산동
146,146,경안로107길41,골든타운,1,6,15,42,민간,임의,2018,　,35.87079,128.7092835,대구광역시 동구 동호동
147,147,경안로109길29,　,1,7,26,63,민간,임의,2011,　,35.871393299999994,128.71045159999997,대구광역시 동구 서호동
148,148,경안로109길31,　,1,7,21,63,민간,임의,2011,　,35.871602,128.71037809999999,대구광역시 동구 서호동
149,149,경안로109길32,해성미가아파트,1,10,26,73,민간,임의,2014,　,35.871613,128.7101922,대구광역시 동구 서호동
150,150,경안로109길41,효성 노블시티,1,15,52,146,민간,임의,2016,　,35.871420799999996,128.7113027,대구광역시 동구 서호동
151,151,공항로148,불로 서한이다음,6,15,299,838,민간,위탁,2016,983-3011,35.89801,128.6359033,대구광역시 동구 서호동
152,152,공항로150,불로우방,5,5,174,685,민간,임의,1993,985-4015,35.90042879999999,128.6317686,대구광역시 동구 불로동
153,153,공항로45길8,비아리츠 아파트,1,12,24,68,민간,임의,2016,　,35.8965076,128.64246459999998,대구광역시 동구 불로동
154,154,공항로52길14,한영,6,2,56,227,민간,임의,1981,985-7021,35.8938952,128.640267,대구광역시 동구 불로동
155,155,공항로52길28,제림 햇빛촌,2,12,226,699,민간,위탁,1995,981-8721,35.893373,128.6389845,대구광역시 동구 불로동
156,156,공항로54길51,태왕아너스리버파크,2,12,132,370,민간,임의,2016,　,35.893287799999996,128.6410456,대구광역시 동구 불로동
157,157,공항로54길60,태왕아너스리버파크2차,1,12,78,218,민간,임의,2017,981-3623,35.893287799999996,128.6410456,대구광역시 동구 지저동
158,158,과학로23,대구혁신LH천년나무 6단지,8,19,1028,2879,LH,위탁,2016,961-6060,35.871435399999996,128.60144499999998,대구광역시 동구 지저동
159,159,과학로45,대구혁신엘에이치 5단지,5,20,350,980,LH,위탁,2013,964-9632,35.871435399999996,128.60144499999998,대구광역시 동구 각산동
160,160,동촌로195,공신,6,2,60,237,민간,임의,1981,982-4133,35.883343599999996,128.6622132,대구광역시 동구 각산동
161,161,동촌로222,무궁화,2,5,120,500,민간,임의,1988,985-2953,35.8814134,128.6639348,대구광역시 동구 각산동
162,162,동촌로346,백자,7,5,288,1555,민간,임의,1989,984-0554,35.8771464,128.67657069999998,대구광역시 동구 방촌동
163,163,동촌로259-7,방촌 프라임,1,10,18,68,민간,임의,2014,　,35.8803717,128.668448,대구광역시 동구 용계동
164,164,동촌로259-9,산그린 아파트,1,10,18,68,민간,임의,2014,　,35.880790399999995,128.6688469,대구광역시 동구 방촌동
165,165,동촌로391-14,해오름타운 105동,1,10,18,51,민간,임의,2016,　,35.8763193,128.68208529999998,대구광역시 동구 방촌동
166,166,동촌로391-16,해오름타운 103동,1,10,18,51,민간,임의,2016,　,35.8763193,128.68208529999998,대구광역시 동구 용계동
167,167,동촌로391-18,해오름타운 102동,1,10,18,51,민간,임의,2016,　,35.8763193,128.68208529999998,대구광역시 동구 용계동
168,168,동촌로391-22,해오름타운 101동,1,10,18,51,민간,임의,2016,　,35.8763193,128.68208529999998,대구광역시 동구 용계동
169,169,동촌로1길15,입석유선아덴힐즈,1,12,42,142,민간,임의,2012,　,35.892033000000005,128.6455892,대구광역시 동구 용계동
170,170,동촌로6길3,동촌화성,2,7,184,755,민간,위탁,1995,981-0992,35.8896482,128.646338,대구광역시 동구 입석동
171,171,동촌로6길10,상명연립,3,3,69,275,민간,임의,1981,984-8479,35.8901692,128.64482809999998,대구광역시 동구 입석동
172,172,동촌로6길10,해성연립,2,3,45,176,민간,임의,1980,981-3350,35.8901692,128.64482809999998,대구광역시 동구 입석동
173,173,동촌로11길20,동촌아이파크,1,15,93,261,민간,임의,2015,　,35.889131400000004,128.6507091,대구광역시 동구 입석동
174,174,동촌로11길27,동촌 미소타운 105동,1,13,10,28,민간,임의,2017,　,35.886828,128.628229,대구광역시 동구 입석동
175,175,동촌로11길35,효성그린밸리,1,12,58,163,민간,임의,2015,　,35.889131400000004,128.6507091,대구광역시 동구 검사동
176,176,동촌로14길14,문화,6,5,230,1080,민간,임의,1985,982-4040,35.8874416,128.6492109,대구광역시 동구 검사동
177,177,동촌로16길22,오성파크,1,15,50,140,민간,임의,2015,　,35.8868027,128.6506921,대구광역시 동구 검사동
178,178,동촌로25길69,방촌유선아덴힐즈,1,13,105,368,민간,임의,2007,627-7716,35.883604,128.66223090000003,대구광역시 동구 검사동
179,179,동촌로42길63,영남네오빌 2차,3,14,230,828,민간,자치,2003,985-9240,35.87907879999999,128.6615287,대구광역시 동구 방촌동
180,180,동촌로48길56,경북,1,4,36,144,민간,임의,1980,985-9268,35.878784100000004,128.66526729999998,대구광역시 동구 방촌동
181,181,동촌로54길13,강변 1차,10,5,477,2575,민간,자치,1989,983-6995,35.8781615,128.6688071,대구광역시 동구 방촌동
182,182,동촌로56길36,강변 2차,4,5,206,1112,민간,임의,1989,982-6904,35.8776039,128.6693938,대구광역시 동구 방촌동
183,183,동촌역사로2길3,동촌 미소타운 101동,1,8,12,34,민간,임의,2016,　,35.871435399999996,128.60144499999998,대구광역시 동구 방촌동
184,184,동촌역사로2길5,동촌 미소타운 102동,1,10,44,124,민간,임의,2016,　,35.815298,128.4918757,대구광역시 동구 검사동
185,185,동촌역사로2길15,동촌역 품안애 아파트 102동,1,9,13,37,민간,임의,2016,　,35.871435399999996,128.60144499999998,대구광역시 동구 검사동
186,186,동촌역사로3길5,동촌 모노스,1,14,28,78,민간,임의,2017,　,35.8915357,128.6470288,대구광역시 동구 검사동
187,187,동촌역사로3길9,트윈팰리스 102동,1,9,25,70,민간,임의,2015,　,35.8915357,128.6470288,대구광역시 동구 검사동
188,188,동촌역사로3길11,트윈팰리스 101동,1,9,25,70,민간,임의,2015,　,35.8913509,128.6461469,대구광역시 동구 검사동
189,189,동촌역사로3길20,강동태명빌 A동,1,10,18,51,민간,임의,2015,　,35.886779700000005,128.6487769,대구광역시 동구 검사동
190,190,동촌역사로3길22,센트로파크 B동,1,10,18,51,민간,임의,2015,　,35.8915357,128.6470288,대구광역시 동구 검사동
191,191,동촌역사로3길23,더트라움,1,9,16,45,민간,임의,2015,　,35.8916511,128.6468062,대구광역시 동구 입석동
192,192,동촌역사로3길28,센트로파크 A동,1,10,18,51,민간,임의,2015,　,35.8915357,128.6470288,대구광역시 동구 입석동
193,193,동촌역사로3길42,효성파크,1,10,18,51,민간,임의,2015,　,35.891628600000004,128.647629,대구광역시 동구 입석동
194,194,동촌역사로4길7,삼원타운,1,10,17,48,민간,임의,2015,　,35.871435399999996,128.60144499999998,대구광역시 동구 입석동
195,195,동촌역사로4길12,동촌미소타운  103동,1,10,16,45,민간,임의,2016,　,35.886779700000005,128.6487769,대구광역시 동구 검사동
196,196,동촌역사로4길18,동촌역 품안애 아파트 101동,1,10,26,73,민간,임의,2016,　,35.881547,128.6659105,대구광역시 동구 검사동
197,197,동촌역사로4길22,동촌미소타운 104동,1,9,21,59,민간,임의,2018,　,35.871435399999996,128.60144499999998,대구광역시 동구 검사동
198,198,동호로47,상록 아이투빌,3,15,357,1783,민간,자치,2004,961-5569,35.866179100000004,128.7215101,대구광역시 동구 검사동
199,199,동호로47,상록 아파트,8,15,711,2489,민간,위탁,2004,961-5569,35.866179100000004,128.7215101,대구광역시 동구 검사동
200,200,동호로88,아름다운나날2단지,11,15,830,3320,민간,자치,2003,964-0405,35.865725399999995,128.72709890000002,대구광역시 동구 검사동
201,201,동호로89,동화 해오름,8,15,604,2114,민간,자치,2003,963-6771,35.8676095,128.7263033,대구광역시 동구 신서동
202,202,동호로132,아름다운나날3단지,10,15,1140,4560,민간,자치,2003,961-5553,35.8662301,128.73141090000001,대구광역시 동구 신서동
203,203,메디밸리로35,대구혁신엘에이치이노힐즈,7,20,487,1364,LH,위탁,2015,962-2900,35.8710167,128.6330522,대구광역시 동구 신서동
204,204,반야월로26,용계보라맨션,1,12,72,289,민간,임의,1997,964-6663,35.8737505,128.6914087,대구광역시 동구 사복동
205,205,반야월로55,용계동 아파트,1,7,12,46,민간,임의,2003,　,35.873961200000004,128.6947183,대구광역시 동구 용계동
206,206,반야월로343,명가 클래식,1,12,19,53,민간,임의,2018,　,35.872707399999996,128.7141789,대구광역시 동구 용계동
207,207,반야월로345,서호클래식명가,1,12,19,53,민간,임의,2018,　,35.87204929999999,128.7261589,대구광역시 동구 신서동
